rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:3VqeTFIvhxu3DIe4eZVzGq","BTS","Butter","BIGHIT MUSIC",1,1,8,"521946"
2,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,3,62,"207800"
3,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",1,2,281,"191693"
4,"spotify:track:58f4twRnbZOOVUhMUpplJ4","AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon","Brown Munde","Run-up Records",1,4,190,"185659"
5,"spotify:track:2ufLEVbzvEcJ3subW8jBUp","Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi","Lut Gaye","T-Series",1,5,101,"185169"
6,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",1,7,71,"175787"
7,"spotify:track:36cqlmc53NqlEUqPJdgUOx","Sidhu Moose Wala, Raja Kumari","US (feat. Raja Kumari)","Sidhu Moose Wala",2,6,6,"174597"
8,"spotify:track:67KTXqxMEyBMq3LApqCgNV","Sidhu Moose Wala, DIVINE","Moosedrilla (feat. DIVINE)","Sidhu Moose Wala",8,8,2,"158004"
9,"spotify:track:0yCWDaAgOtg6TKlNCg9rwA","King","Tu Aake Dekhle","Kingsclan Records",6,10,120,"144082"
10,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",3,11,133,"137304"
11,"spotify:track:3UhmuWcFaLS3AO3kI9ynQ2","AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr","Insane","RUN-UP RECORDS",9,12,43,"129433"
12,"spotify:track:5nsET7aVWXu017lsQjRFCV","Stebin Ben, Nilesh Ahuja, Kumaar","Thoda Thoda Pyaar","Zee Music Company",9,13,80,"126389"
13,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",9,15,212,"126087"
14,"spotify:track:2FCXQHugkoHE1K3tiDu8pu","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",4,14,736,"124129"
15,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",15,18,15,"122553"
16,"spotify:track:249gnXrbfmV8NG6jTEMSwD","BTS","Life Goes On","BIGHIT MUSIC",1,9,190,"121545"
17,"spotify:track:2PEo8JQ48mfEv8a2HLqDvt","Sachin-Jigar, Rashmeet Kaur, Shamur, IP Singh","Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","Sony Music Entertainment India Pvt. Ltd.",4,16,87,"119293"
18,"spotify:track:1smFN2CLqGROu0J0UyvDfL","Pritam, Arijit Singh","Shayad","Sony Music Entertainment India Pvt. Ltd.",1,19,493,"115136"
19,"spotify:track:2mKvEIvd912eg3FZ8WamMS","Sidhu Moose Wala","Bitch I'm Back","Sidhu Moose Wala",1,17,14,"111360"
20,"spotify:track:748mdHapucXQri7IAO8yFK","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",19,26,50,"106769"
21,"spotify:track:3mVpbUvLXvzPH2zL0p7Q2U","Sidhu Moose Wala","Burberry","Sidhu Moose Wala",3,20,12,"106617"
22,"spotify:track:1J14CdDAvBTE1AJYUOwl6C","Duncan Laurence","Arcade","Universal Music, a division of Universal International Music BV",7,24,97,"105004"
23,"spotify:track:1v1oIWf2Xgh54kIWuKsDf6","AURORA","Runaway","Decca (UMO)",1,23,62,"104543"
24,"spotify:track:0qOnSQQF0yzuPWsXrQ9paz","Gym Class Heroes, Adam Levine","Stereo Hearts (feat. Adam Levine)","Decaydance/Fueled By Ramen",12,27,124,"99122"
25,"spotify:track:4OQFlJOSID2AzpmOcuDlJl","B Praak, Nawazuddin Siddiqui, Sunanda Sharma","Baarish Ki Jaaye","Universal Music India Pvt Ltd.",4,28,63,"95663"
26,"spotify:track:4RbRZYPR7Dwg8WRNn4UA8m","Sidhu Moose Wala, Sikander Kahlon","Racks and Rounds (feat. Sikander Kahlon)","Sidhu Moose Wala",7,25,8,"94929"
27,"spotify:track:39LLxExYz6ewLAcYrzQQyP","Dua Lipa","Levitating","Warner Records",21,30,45,"94649"
28,"spotify:track:2MJz8BxxMsERULatmBikDH","Pink Sweat$","At My Worst","Atlantic Records",3,29,148,"92388"
29,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",20,61,36,"90763"
30,"spotify:track:7BoobGhD4x5K96Me0hqC8Q","Bella Poarch","Build a Bitch","Warner Records",30,35,12,"89292"
31,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",27,31,57,"86339"
32,"spotify:track:5O932cZmzOZGOGZz9RHx20","Pritam, Arijit Singh","Khairiyat","T-Series",1,34,629,"85806"
33,"spotify:track:2Fv2injs4qAm8mJBGaxVKU","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","T-Series",2,33,729,"85175"
34,"spotify:track:3UHPGOkUcE4hE7sqBF4Snt","BTS","Film out","Universal Music LLC",3,22,58,"84332"
35,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",3,39,547,"83126"
36,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",23,38,45,"82142"
37,"spotify:track:1e0Wxoraz9IzFhREDqgJAe","BTS","Butter - Instrumental","BIGHIT MUSIC",7,21,8,"78594"
38,"spotify:track:0pqnGHJpmpxLKifKRmU6WP","Imagine Dragons","Believer","Kid Ina Korner / Interscope",25,37,822,"78299"
39,"spotify:track:5KawlOMHjWeUjQtnuRs22c","BTS, Halsey","Boy With Luv (feat. Halsey)","BIGHIT MUSIC",1,32,734,"77930"
40,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,40,708,"76232"
41,"spotify:track:4hOsYVSWKWP71u3yQbcqZB","Harnoor","Waalian","Jatt Life Studios",12,41,109,"75942"
42,"spotify:track:5wANPM4fQCJwkGd4rN57mH","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",1,36,138,"75219"
43,"spotify:track:2qxmye6gAegTMjLKEBoR3d","Alec Benjamin","Let Me Down Slowly","2018",35,42,414,"73346"
44,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",22,43,769,"71274"
45,"spotify:track:4vwPirpSJCOiIsgxMV4Xcv","Ritviz","Liggi","Ritviz",4,44,510,"70979"
46,"spotify:track:2ePtv8MlBO9nuuXABqAfEX","ElyOtto","SugarCrash!","Otto Dynamite/RCA Records",5,45,85,"69718"
