rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:2rOnSn2piaqLAlYjtfUBlY","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",1,1,21,"1187529"
2,"spotify:track:72zHuDxFQTjbL51qJQSA7j","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",2,2,16,"1030138"
3,"spotify:track:3jf5303mzzJ96O8xFTcEn4","B Praak","Mann Bharryaa 2.0 (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",3,3,6,"581045"
4,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,4,43,"472933"
5,"spotify:track:6R6BpMBFQrF7n2uEOxYmss","Javed-Mohsin, Darshan Raval","Kabhii Tumhhe (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",5,5,4,"427336"
6,"spotify:track:5urYiIXu1ZhfMAOsp7WDTc","Yasser Desai, Neha Kakkar, Rajat Nagpal","Dil Ko Karaar Aaya (From ""Sukoon"")","Desi Music Factory",1,6,95,"290487"
7,"spotify:track:0yCWDaAgOtg6TKlNCg9rwA","King","Tu Aake Dekhle","Kingsclan Records",5,7,204,"213354"
8,"spotify:track:3KeMulXbLDJBQdY5PZbGEh","A.R. Rahman, Shreya Ghoshal","Param Sundari","Sony Music Entertainment India Pvt. Ltd.",6,8,35,"211687"
9,"spotify:track:1y5beX4vn7QPfg36r4jiWo","Maninder Buttar, Zahrah S Khan, Tanishk Bagchi","Sakhiyan2.0","Saregama",8,9,8,"207753"
10,"spotify:track:5JO2usoem1CW1pLL1kLj9E","Chamath Sangeeth, Yohani, Satheeshan","Manike Mage Hithe","Aryans Music",10,12,19,"178037"
11,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",9,10,24,"175895"
12,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,11,146,"161943"
13,"spotify:track:2ufLEVbzvEcJ3subW8jBUp","Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi","Lut Gaye","T-Series",1,16,185,"160228"
14,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",2,14,60,"159762"
15,"spotify:track:47Rqh5ZSamtIOFi7G6VgFJ","Badshah, Aastha Gill","Paani Paani","Saregama",2,17,73,"154893"
16,"spotify:track:2bgTY4UwhfBYhGT4HUYStN","BTS","Butter","BIGHIT MUSIC",1,13,92,"153613"
