rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:2rOnSn2piaqLAlYjtfUBlY","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",1,1,63,"742613"
2,"spotify:track:72zHuDxFQTjbL51qJQSA7j","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",2,2,58,"698970"
3,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,3,85,"535072"
4,"spotify:track:4gvrJnKCKIPiacNsWVQwEU","CKay, Dj Yo 1, AX'EL","love nwantiti (feat. Dj Yo 1 & AX'EL) - Remix","WM South Africa",4,4,14,"453217"
5,"spotify:track:3jf5303mzzJ96O8xFTcEn4","B Praak","Mann Bharryaa 2.0 (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",3,5,48,"376784"
6,"spotify:track:3FeVmId7tL5YN8B7R3imoM","Coldplay, BTS","My Universe","Parlophone UK",3,6,8,"286122"
7,"spotify:track:6R6BpMBFQrF7n2uEOxYmss","Javed-Mohsin, Darshan Raval","Kabhii Tumhhe (From ""Shershaah"")","Sony Music Entertainment India Pvt. Ltd.",5,8,46,"253227"
8,"spotify:track:2Xr1dTzJee307rmrkt8c0g","CKay","love nwantiti (ah ah ah)","Chocolate City Music",7,7,16,"252869"
9,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",7,9,71,"250340"
10,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",6,10,52,"227698"
11,"spotify:track:5urYiIXu1ZhfMAOsp7WDTc","Yasser Desai, Neha Kakkar, Rajat Nagpal","Dil Ko Karaar Aaya (From ""Sukoon"")","Desi Music Factory",1,11,137,"212895"
12,"spotify:track:3KeMulXbLDJBQdY5PZbGEh","A.R. Rahman, Shreya Ghoshal","Param Sundari","Sony Music Entertainment India Pvt. Ltd.",6,12,77,"200188"
13,"spotify:track:1y5beX4vn7QPfg36r4jiWo","Maninder Buttar, Zahrah S Khan, Tanishk Bagchi","Sakhiyan2.0","Saregama",7,14,50,"192362"
14,"spotify:track:0yCWDaAgOtg6TKlNCg9rwA","King","Tu Aake Dekhle","Kingsclan Records",5,13,246,"191555"
15,"spotify:track:2FCXQHugkoHE1K3tiDu8pu","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",4,16,862,"176092"
16,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",15,15,78,"172463"
17,"spotify:track:1smFN2CLqGROu0J0UyvDfL","Pritam, Arijit Singh","Shayad","Sony Music Entertainment India Pvt. Ltd.",1,17,619,"165054"
18,"spotify:track:1SC5rEoYDGUK4NfG82494W","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,18,188,"154459"
19,"spotify:track:2rU33n6Fhd6G1MzYhUj6C5","Jubin Nautiyal, Emraan Hashmi","Lut Gaye","T-Series",1,20,227,"151242"
20,"spotify:track:5JO2usoem1CW1pLL1kLj9E","Chamath Sangeeth, Yohani, Satheeshan","Manike Mage Hithe","Aryans Music",10,21,61,"151074"
21,"spotify:track:7uQZVznj0uQOGC9KhV2Mg6","LISA","LALISA","YG Entertainment",7,19,22,"146420"
22,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",9,22,66,"145761"
23,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment",20,24,22,"142479"
24,"spotify:track:5nsET7aVWXu017lsQjRFCV","Stebin Ben, Nilesh Ahuja, Kumaar","Thoda Thoda Pyaar","Zee Music Company",9,25,206,"136138"
25,"spotify:track:3UhmuWcFaLS3AO3kI9ynQ2","AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr","Insane","RUN-UP RECORDS",9,28,169,"126025"
26,"spotify:track:2bgTY4UwhfBYhGT4HUYStN","BTS","Butter","BIGHIT MUSIC",1,26,134,"125754"
27,"spotify:track:576v1keY82NOPITMNu0wD2","B Praak, Akshay Kumar, Nupur Sanon, Ammy Virk","Filhaal2 Mohabbat","Universal Music India Pvt Ltd.",2,27,88,"125638"
28,"spotify:track:58f4twRnbZOOVUhMUpplJ4","AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon","Brown Munde","Run-up Records",1,29,316,"123743"
29,"spotify:track:0XwRlvv3KlOu4HWlOH34XG","Diljit Dosanjh","Lover","Diljit Dosanjh",29,34,41,"122924"
30,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",1,23,197,"119942"
31,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",2,30,102,"117898"
32,"spotify:track:2uBlWwG0P6cUOUBiZhPmBM","Gurnazar, Asees Kaur","Marjaawaan","Saregama",29,31,56,"117328"
33,"spotify:track:1J14CdDAvBTE1AJYUOwl6C","Duncan Laurence","Arcade","Universal Music, a division of Universal International Music BV",7,32,223,"112070"
34,"spotify:track:47Rqh5ZSamtIOFi7G6VgFJ","Badshah, Aastha Gill","Paani Paani","Saregama",2,33,115,"111368"
35,"spotify:track:5O932cZmzOZGOGZz9RHx20","Pritam, Arijit Singh","Khairiyat","T-Series",1,37,755,"111071"
36,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,35,834,"110735"
37,"spotify:track:2Fv2injs4qAm8mJBGaxVKU","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","T-Series",2,38,855,"107044"
38,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",1,39,407,"106379"
39,"spotify:track:5eXBXreN3d1zdj6Sa8dS0u","BTS","Permission to Dance","BIGHIT MUSIC",1,36,85,"105124"
40,"spotify:track:39LLxExYz6ewLAcYrzQQyP","Dua Lipa","Levitating","Warner Records",10,40,171,"103934"
