rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:0LThjFY2iTtNdd4wviwVV2","BTS","Permission to Dance","BIGHIT MUSIC",1,-1,1,"850605"
2,"spotify:track:2bgTY4UwhfBYhGT4HUYStN","BTS","Butter","BIGHIT MUSIC",1,1,50,"502473"
3,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",1,11,323,"243804"
4,"spotify:track:576v1keY82NOPITMNu0wD2","B Praak, Akshay Kumar, Nupur Sanon, Ammy Virk","Filhaal2 Mohabbat","Universal Music India Pvt Ltd.",2,2,4,"230749"
5,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",4,4,18,"215686"
6,"spotify:track:47Rqh5ZSamtIOFi7G6VgFJ","Badshah, Aastha Gill","Paani Paani","Saregama",2,3,31,"210122"
7,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,5,104,"199198"
8,"spotify:track:4HV0XOs2F7RR8fFhYiop0b","Karan Aujla, Satnam Singh 5 Rivers, Mad Yardies","Chu Gon Do ?","Times Music",6,6,2,"183015"
9,"spotify:track:2ufLEVbzvEcJ3subW8jBUp","Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi","Lut Gaye","T-Series",1,7,143,"160568"
10,"spotify:track:58f4twRnbZOOVUhMUpplJ4","AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon","Brown Munde","Run-up Records",1,9,232,"157471"
11,"spotify:track:0yCWDaAgOtg6TKlNCg9rwA","King","Tu Aake Dekhle","Kingsclan Records",5,8,162,"157423"
12,"spotify:track:5urYiIXu1ZhfMAOsp7WDTc","Yasser Desai, Neha Kakkar, Rajat Nagpal","Dil Ko Karaar Aaya (From ""Sukoon"")","Desi Music Factory",9,12,53,"143427"
13,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",5,10,57,"142980"
14,"spotify:track:2FCXQHugkoHE1K3tiDu8pu","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",4,13,778,"135156"
15,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",8,14,254,"132489"
16,"spotify:track:5HCyWlXZPP0y6Gqq8TgA20","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",16,-1,1,"127728"
17,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",1,15,113,"127615"
18,"spotify:track:249gnXrbfmV8NG6jTEMSwD","BTS","Life Goes On","BIGHIT MUSIC",1,37,232,"126525"
19,"spotify:track:6PQ88X9TkUIAUIZJHW2upE","Ed Sheeran","Bad Habits","Atlantic Records UK",9,16,15,"125504"
20,"spotify:track:5nsET7aVWXu017lsQjRFCV","Stebin Ben, Nilesh Ahuja, Kumaar","Thoda Thoda Pyaar","Zee Music Company",9,18,122,"122939"
21,"spotify:track:39LLxExYz6ewLAcYrzQQyP","Dua Lipa","Levitating","Warner Records",16,17,87,"121094"
22,"spotify:track:1smFN2CLqGROu0J0UyvDfL","Pritam, Arijit Singh","Shayad","Sony Music Entertainment India Pvt. Ltd.",1,19,535,"119881"
23,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",3,20,175,"114077"
24,"spotify:track:5tIr2cGQsj0oeqLk2tAU0L","Sidhu Moose Wala","Built Different","Sidhu Moose Wala",24,35,2,"112875"
25,"spotify:track:3UhmuWcFaLS3AO3kI9ynQ2","AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr","Insane","RUN-UP RECORDS",9,23,85,"112827"
26,"spotify:track:2zQE8TE5BQDJA11ggnope9","Sidhu Moose Wala, Bohemia","These Days (feat. Bohemia)","Sidhu Moose Wala",2,27,26,"109604"
27,"spotify:track:0gptQQwXDtDYkkgoQl1V9T","BTS","Permission to Dance - Instrumental","BIGHIT MUSIC",27,-1,1,"109126"
28,"spotify:track:7BoobGhD4x5K96Me0hqC8Q","Bella Poarch","Build a Bitch","Warner Records",15,25,54,"109090"
29,"spotify:track:0qOnSQQF0yzuPWsXrQ9paz","Gym Class Heroes, Adam Levine","Stereo Hearts (feat. Adam Levine)","Decaydance/Fueled By Ramen",12,21,166,"108707"
30,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,22,750,"108030"
31,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",14,26,92,"105636"
32,"spotify:track:5uuVGnkZEFHBz8unViC3iA","Sidhu Moose Wala, Blockboi Twitch","G-Shit (feat. Blockboi Twitch)","Sidhu Moose Wala",9,24,6,"104469"
33,"spotify:track:2PEo8JQ48mfEv8a2HLqDvt","Sachin-Jigar, Rashmeet Kaur, Shamur, IP Singh","Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","Sony Music Entertainment India Pvt. Ltd.",4,28,129,"101779"
34,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",22,29,442,"97833"
