rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:1smFN2CLqGROu0J0UyvDfL","Pritam, Arijit Singh","Shayad","Sony Music Entertainment India Pvt. Ltd.",1,1,45,"145705"
2,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",2,2,29,"134088"
3,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",2,4,106,"127644"
4,"spotify:track:7CY0CmCpSglfUKCBOOiRfw","Jasmine Sandlas, Garry Sandhu","Illegal Weapon 2.0","T-Series",1,3,63,"125617"
5,"spotify:track:25MPTnqXQB1H6OkwSYUXWx","Ved Sharma","Malang (Title Track) [From ""Malang - Unleash The Madness""]","T-Series",2,5,51,"122698"
6,"spotify:track:0WdbnNKO0Jt4BZACSDQh44","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")","YRF Music",1,6,184,"113680"
7,"spotify:track:0MLZAgKQKHbPsJ12qHS860","Pritam, Arijit Singh, Shashwat Singh","Haan Main Galat","Sony Music Entertainment India Pvt. Ltd.",5,7,38,"113066"
8,"spotify:track:6q9XTgfWilsnyiFofvYrIF","Badshah, Neha Kakkar, Varun Dhawan","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","T-Series",2,8,72,"107607"
9,"spotify:track:0ZHILXmUaVSLEOCWxPQ1ga","Tanishk Bagchi, Yasser Desai, Asees Kaur","Makhna","Zee Music Company",2,9,156,"105553"
10,"spotify:track:57jOEZtoLQK4zF2x55bdkp","Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","T-Series",10,10,95,"101250"
11,"spotify:track:3qrdLVOClRU4yPkcXZ7c5u","Ayushmann Khurrana, Tanishk-Vayu","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","T-Series",11,11,32,"97157"
