rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:5fXslGZPI5Cco6PKHzlSL3","Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense","Illegal Weapon 2.0 (From ""Street Dancer 3D"")","T-Series",1,1,35,"178195"
2,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",2,2,78,"144890"
3,"spotify:track:018eOid2aGaPdxon7T6GsC","Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")","Sony Music Entertainment India Pvt. Ltd.",2,3,17,"143650"
4,"spotify:track:6q9XTgfWilsnyiFofvYrIF","Badshah, Neha Kakkar, Varun Dhawan","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","T-Series",2,4,44,"139200"
5,"spotify:track:28veUNu4veN0LOBVa0nFw8","Yash Narvekar, Parampara Tandon, Tanishk Bagchi","Muqabla (From ""Street Dancer 3D"")","T-Series",1,5,49,"128053"
6,"spotify:track:068HSvCf5MbQfhV4qqaelg","Pritam, Arijit Singh, Shashwat Singh","Haan Main Galat (From ""Love Aaj Kal"")","Sony Music Entertainment India Pvt. Ltd.",5,8,10,"123276"
7,"spotify:track:25MPTnqXQB1H6OkwSYUXWx","Ved Sharma","Malang (Title Track) [From ""Malang - Unleash The Madness""]","T-Series",6,9,23,"120632"
8,"spotify:track:0ZHILXmUaVSLEOCWxPQ1ga","Tanishk Bagchi, Yasser Desai, Asees Kaur","Makhna","Zee Music Company",2,7,128,"119725"
9,"spotify:track:41L3O37CECZt3N7ziG2z7l","Justin Bieber","Yummy","RBMG/Def Jam",2,6,36,"119155"
10,"spotify:track:0WdbnNKO0Jt4BZACSDQh44","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")","YRF Music",1,11,156,"102274"
11,"spotify:track:5I2wbDvSI98HLVB42YO9sU","Guru Randhawa, Tulsi Kumar, Sachin-Jigar, Vee","Lagdi Lahore Di (From ""Street Dancer 3D"")","T-Series",6,10,24,"100225"
12,"spotify:track:2Fv2injs4qAm8mJBGaxVKU","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","T-Series",2,13,253,"98240"
13,"spotify:track:2b8fOow8UzyDFAE27YhOZM","Maroon 5","Memories","Interscope Records*",2,12,141,"95580"
14,"spotify:track:0sf12qNH5qcw8qpgymFOqD","The Weeknd","Blinding Lights","Republic Records",11,14,71,"93582"
15,"spotify:track:57jOEZtoLQK4zF2x55bdkp","Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","T-Series",13,15,67,"91490"
16,"spotify:track:364dI1bYnvamSnBJ8JcNzN","Justin Bieber, Quavo","Intentions","RBMG/Def Jam",16,-1,1,"87999"
17,"spotify:track:2U0BLmYoSESYOdwMxW2yA9","Mithoon, Arijit Singh","Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]","T-Series",16,18,29,"86799"
18,"spotify:track:0TkquWzzuxcrwbCWlTrKYF","Neha Kakkar, Tanishk Bagchi, Lalit Sen","Yaad Piya Ki Aane Lagi","T-Series",2,16,83,"86360"
19,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,17,232,"83999"
