rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:018eOid2aGaPdxon7T6GsC","Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")","Sony Music Entertainment India Pvt. Ltd.",1,4,24,"165453"
2,"spotify:track:7CY0CmCpSglfUKCBOOiRfw","Jasmine Sandlas, Garry Sandhu","Illegal Weapon 2.0","T-Series",1,1,42,"160967"
3,"spotify:track:25MPTnqXQB1H6OkwSYUXWx","Ved Sharma","Malang (Title Track) [From ""Malang - Unleash The Madness""]","T-Series",2,2,30,"160653"
4,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",2,3,85,"158795"
5,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",5,5,8,"153042"
6,"spotify:track:068HSvCf5MbQfhV4qqaelg","Pritam, Arijit Singh, Shashwat Singh","Haan Main Galat (From ""Love Aaj Kal"")","Sony Music Entertainment India Pvt. Ltd.",5,7,17,"145089"
7,"spotify:track:6q9XTgfWilsnyiFofvYrIF","Badshah, Neha Kakkar, Varun Dhawan","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","T-Series",2,6,51,"128940"
8,"spotify:track:16wAOAZ2OkqoIDN7TpChjR","Justin Bieber","Yummy","RBMG/Def Jam",2,10,43,"120100"
9,"spotify:track:0ZHILXmUaVSLEOCWxPQ1ga","Tanishk Bagchi, Yasser Desai, Asees Kaur","Makhna","Zee Music Company",2,8,135,"119936"
10,"spotify:track:28veUNu4veN0LOBVa0nFw8","Yash Narvekar, Parampara Tandon, Tanishk Bagchi","Muqabla (From ""Street Dancer 3D"")","T-Series",1,9,56,"111148"
11,"spotify:track:0WdbnNKO0Jt4BZACSDQh44","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")","YRF Music",1,11,163,"105953"
12,"spotify:track:4xmkpE1Si5JL7NFxWrhV0S","Sachet Tandon, The Fusion Project","Humraah (From ""Malang - Unleash The Madness"")","T-Series",12,14,23,"104625"
13,"spotify:track:3QOkeMwt2pRmjwgB217fqF","Pritam, Darshan Raval, Antara Mitra","Mehrama (From ""Love Aaj Kal"")","Sony Music Entertainment India Pvt. Ltd.",11,16,8,"100933"
